collectionId,collectionName,releaseDate,trackCount,primaryGenreName,artworkUrl100,artworkUrl600
1485752186,The Live Series: Songs from Around the World,2019-10-24T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/b0/15/e4/b015e462-bb00-68b7-d7a0-1a62f54652a6/886447850213.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/b0/15/e4/b015e462-bb00-68b7-d7a0-1a62f54652a6/886447850213.jpg/600x600bb.jpg
1497932776,The Live Series: Songs Under Cover,2019-10-24T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/de/36/26/de3626b3-b1ed-6184-c5d6-d0734be44e48/886447850206.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/de/36/26/de3626b3-b1ed-6184-c5d6-d0734be44e48/886447850206.jpg/600x600bb.jpg
1481280479,Western Stars - Songs From the Film,2019-10-25T07:00:00Z,14,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/6e/63/e1/6e63e12b-f191-1ac9-426f-30235328f595/886447928479.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/6e/63/e1/6e63e12b-f191-1ac9-426f-30235328f595/886447928479.jpg/600x600bb.jpg
1511628475,The Live Series: Songs of Summer,2020-05-15T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/78/c7/49/78c749bb-5441-b85d-d583-d59abdea5f43/886448407812.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/78/c7/49/78c749bb-5441-b85d-d583-d59abdea5f43/886448407812.jpg/600x600bb.jpg
1522615797,The Live Series: Stripped Down,2020-07-17T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/52/f3/52/52f3522b-9a0b-0de9-c014-11911345879e/886448581307.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/52/f3/52/52f3522b-9a0b-0de9-c014-11911345879e/886448581307.jpg/600x600bb.jpg
1532536856,"Darkness on the Edge of Town (Paramount Theater, Asbury Park 2009) [Live Video Album]",2020-09-18T07:00:00Z,12,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/fe/4d/a6/fe4da6a1-2e23-19fb-e74f-62e9598ab580/886448738381.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/fe/4d/a6/fe4da6a1-2e23-19fb-e74f-62e9598ab580/886448738381.jpg/600x600bb.jpg
1554571175,The Live Series: Songs Under Cover Vol. 2,2020-10-22T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/5f/d5/d1/5fd5d10c-4b65-c502-8011-6de7bc49786d/886449059232.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/5f/d5/d1/5fd5d10c-4b65-c502-8011-6de7bc49786d/886449059232.jpg/600x600bb.jpg
1529959055,Letter To You,2020-10-23T07:00:00Z,12,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/7d/8c/0c/7d8c0ce3-f1cf-26d3-cb30-a790baf3a026/886448711810.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/7d/8c/0c/7d8c0ce3-f1cf-26d3-cb30-a790baf3a026/886448711810.jpg/600x600bb.jpg
1539464920,chinatown (feat. Bruce Springsteen) - Single,2020-11-20T08:00:00Z,1,Alternative,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/11/b5/41/11b541f1-463a-5eb8-2ea5-80b719868173/886448694632.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/11/b5/41/11b541f1-463a-5eb8-2ea5-80b719868173/886448694632.jpg/600x600bb.jpg
1571216123,Dustland (feat. Bruce Springsteen) - Single,2021-06-16T07:00:00Z,1,Alternative,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/ed/3c/e2ed3c8e-1cd5-ae5f-341b-4cfbfe9b764d/21UMGIM46486.rgb.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/ed/3c/e2ed3c8e-1cd5-ae5f-341b-4cfbfe9b764d/21UMGIM46486.rgb.jpg/600x600bb.jpg
1587025739,Wasted Days - Single,2021-09-29T07:00:00Z,1,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/bf/86/cd/bf86cd1f-b9e9-581d-1d92-de59daadcd40/21UM1IM16149.rgb.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/bf/86/cd/bf86cd1f-b9e9-581d-1d92-de59daadcd40/21UM1IM16149.rgb.jpg/600x600bb.jpg
1584258586,The Legendary 1979 No Nukes Concerts,2021-10-22T07:00:00Z,13,Arena Rock,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c0/ff/00/c0ff004b-d81e-6ff3-5518-f767512f0797/886449517190.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c0/ff/00/c0ff004b-d81e-6ff3-5518-f767512f0797/886449517190.jpg/600x600bb.jpg
1620957305,The Live Series: Songs Of Location,2022-04-29T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/27/ca/f7/27caf7c3-a639-83f6-ce7c-ea1fa387fb14/196589104045.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/27/ca/f7/27caf7c3-a639-83f6-ce7c-ea1fa387fb14/196589104045.jpg/600x600bb.jpg
1646713825,Only the Strong Survive,2022-11-11T08:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ea/bb/1b/eabb1b66-4007-6270-82fb-da7a94a30a15/196589231055.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ea/bb/1b/eabb1b66-4007-6270-82fb-da7a94a30a15/196589231055.jpg/600x600bb.jpg
1682337462,The Live Series: Songs of Character,2023-04-21T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/18/05/bc/1805bc18-5e6a-04d2-6f32-5007e2eaf531/196871047814.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/18/05/bc/1805bc18-5e6a-04d2-6f32-5007e2eaf531/196871047814.jpg/600x600bb.jpg
1698201068,The Live Series: Songs of Introspection,2023-07-28T07:00:00Z,15,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d9/ab/e0/d9abe0ec-8112-8f1d-df1d-3fe24af11b50/196871239974.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d9/ab/e0/d9abe0ec-8112-8f1d-df1d-3fe24af11b50/196871239974.jpg/600x600bb.jpg
1706549221,The Live Series: Songs of New Jersey,2023-09-22T07:00:00Z,20,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/13/d1/2a/13d12aff-2ff6-5e62-f87c-a3fc5a672693/196871291590.jpg/100x100bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/13/d1/2a/13d12aff-2ff6-5e62-f87c-a3fc5a672693/196871291590.jpg/600x600bb.jpg
